GeneID	log2FoldChange	padj
N	0.236331325113108	0.993366495578646
N	0.144768334870831	0.997442154688484
N	0	NA
N	-0.576982576718779	0.993366495578646
N	0.425128060118143	0.998003304127109
N	NA	NA
N	-0.250289602571151	0.993659600316592
N	0	NA
N	NA	NA
N	-0.0952656125490194	0.998003304127109
N	-4.00998112485563	NA
N	-3.45954114434881	NA
N	NA	NA
N	-3.07634256236813	NA
N	0.159714501896436	0.998003304127109
N	0.10261797218125	0.998003304127109
